seed,snr_db,round_t,test_accuracy,train_loss,excess_loss,semantic_fidelity,distortion_Dk,snr_effective_db,ber,IXZ_proxy,IZtildeY_proxy,delta_ch,semantic_efficiency,acceptance_ratio,false_positive_rate,gradient_bias_norm,grad_var_channel,grad_var_data,bytes_transmitted,compression_ratio,wall_clock_sec,Ls_estimate,Lg_estimate,bound_tightness,Ls,Ll,Lg,bound
0,0,1,0.1031,2.4952476620674133,0.02555394172668457,0.4665995917415965,0.887235164642334,0.0,0.0,0.0,-0.11636188843600781,0.0,-0.11636188643301537,1.0,0.0,0.0,0.0,0.0,524288,1.0,16.46195077896118,0.0,0.0,0.0,0.02631195244516752,0.050916592562105185,1.5343285701852278,0.042870878789250624
0,0,2,0.1009,2.735159695148468,0.2771202325820923,0.4669015173006633,0.8938224017620087,0.0,0.0,0.0,-0.17125323632113965,0.0,-0.1712532333732764,1.0,0.0,0.0,0.0,0.0,524288,1.0,16.501797199249268,0.02631195244516752,1.5343285701852278,0.15470136136500687,0.02631195244516752,0.050916592562105185,1.5343285701852278,0.042870878789250624
0,5,1,0.1033,2.5020498633384705,0.020263373851776123,0.6225454293852993,0.6278513669967651,5.0,0.0,0.0,-0.14055755951755078,0.0,-0.0683189408754584,1.0,0.0,0.0,0.0,0.0,524288,1.0,16.438818216323853,0.0,0.0,0.0,0.028945474962734856,0.04948636346057605,1.4981214959220868,0.03177354505887028
0,5,2,0.1065,2.75286728143692,0.2597987651824951,0.6246866019834255,0.6301774233579636,5.0,0.0,0.0,-0.16675713875644238,0.0,-0.08105342140519627,1.0,0.0,0.0,0.0,0.0,524288,1.0,16.46131134033203,0.028945474962734856,1.4981214959220868,0.12230059605381517,0.028945474962734856,0.04948636346057605,1.4981214959220868,0.03177354505887028
